x,y,category
0.8663637,8.600632,falldown
10.120817,6.2685094,falldown
1.3413144,8.005989,falldown
-1.9727855,-0.0318329,falldown
-0.23022234,0.009946448,falldown
14.701209,1.0884252,falldown
-4.697052,-2.9344883,falldown
5.70455,9.061235,falldown
-1.7416002,0.46090928,falldown
10.492851,3.830617,falldown
-2.2527618,2.6851747,falldown
13.452316,1.3788096,falldown
15.877514,2.5447314,falldown
7.9978423,0.030075742,falldown
10.363348,3.5437932,falldown
15.682901,3.7101274,falldown
9.710583,2.4077673,falldown
2.886701,9.138641,falldown
12.375846,3.2610326,falldown
9.838169,0.16475107,falldown
7.2842355,9.2399435,falldown
5.441642,1.4788194,falldown
6.9677234,8.1154175,falldown
11.977908,1.9397599,falldown
9.492893,8.502047,falldown
5.42623,3.0147336,falldown
12.587158,7.3681765,falldown
7.5140963,-0.27155814,falldown
6.3311577,1.2924242,falldown
12.490175,3.4996564,falldown
6.856688,2.0742776,falldown
10.512986,7.273846,falldown
6.846975,0.9621394,falldown
6.7297463,-0.27517766,falldown
4.3447146,8.927057,falldown
12.901569,2.8872347,falldown
7.417347,0.95117956,falldown
-2.9541886,0.7476784,falldown
0.07007053,-1.0974482,falldown
3.8628795,1.8345215,falldown
9.059105,8.251406,falldown
3.017731,2.5919383,falldown
-0.42075562,10.487475,falldown
-0.55860585,0.16180207,falldown
8.4486,0.61684465,falldown
-2.668404,11.335363,falldown
0.82834566,-0.31556576,falldown
-4.617141,-3.381377,falldown
13.365865,2.3105576,falldown
10.47814,3.8384566,falldown
9.682493,7.2014856,falldown
8.564179,5.922925,falldown
14.510088,3.995315,falldown
6.966824,2.2595882,falldown
10.925595,3.9298306,falldown
11.409446,4.1416473,falldown
8.0006485,1.4905441,falldown
8.338646,7.0825057,falldown
1.771079,3.7737336,falldown
-3.4226534,11.866449,falldown
-1.4139785,-1.2339694,falldown
14.530069,0.7127821,falldown
5.315988,3.140236,falldown
8.00243,4.142493,falldown
15.31825,3.4314191,falldown
-2.0594933,0.3841699,falldown
-4.0273566,12.550421,falldown
7.946248,0.97702914,falldown
13.543549,6.697919,falldown
-2.1287959,10.534882,falldown
6.229458,1.4193808,falldown
4.8281565,0.4082391,falldown
4.437071,8.45773,falldown
16.806362,1.1213808,falldown
14.775973,1.3543816,falldown
10.428223,3.749926,falldown
5.407466,0.37971038,falldown
-1.5423162,11.432981,falldown
10.658865,3.15747,falldown
1.7742221,3.6729264,falldown
7.649888,2.6623504,falldown
5.0350113,4.613492,falldown
7.693,5.105078,falldown
14.038145,5.452611,falldown
8.456355,5.9318314,falldown
-3.101976,12.457821,falldown
1.4131968,1.2514306,falldown
10.600337,3.2947948,falldown
2.3406255,0.99600637,falldown
8.532177,5.595736,falldown
12.767142,1.7050278,falldown
9.713361,1.808298,falldown
13.481553,2.280795,falldown
0.91107506,8.074165,falldown
13.163187,3.701016,falldown
10.392828,3.3339086,falldown
7.667504,5.315206,falldown
-0.48730054,0.26471493,falldown
10.632685,3.9228497,falldown
10.820275,6.5414495,falldown
16.02122,0.82528603,falldown
13.774834,4.4696445,falldown
-1.3969091,10.335982,falldown
10.988624,3.4585063,falldown
14.00241,2.8774354,falldown
12.816931,7.167012,falldown
-3.5257812,11.96457,falldown
1.6879872,9.1662,falldown
10.619667,3.1860642,falldown
0.8111241,8.354279,falldown
0.6486472,9.756856,falldown
3.7540858,9.059912,falldown
9.291723,2.3880084,falldown
6.0469756,1.9222459,falldown
8.200068,4.755886,falldown
0.89848644,4.6307964,falldown
0.7268237,0.6436343,falldown
3.7722418,9.039769,falldown
9.473241,8.43105,falldown
15.507059,5.2448783,falldown
-0.22001854,9.933631,falldown
9.262251,7.042072,falldown
5.786139,2.275224,falldown
7.142459,1.1340876,falldown
0.8467385,1.8164029,falldown
14.4553385,2.170903,falldown
3.6248286,7.6167965,falldown
0.47899148,2.4947715,falldown
11.997244,1.8144447,falldown
-1.9612459,0.3606502,falldown
7.1561284,7.9744496,falldown
8.896654,3.9795818,falldown
15.667024,4.2946186,falldown
7.2764363,4.466903,falldown
8.976476,5.3004775,falldown
-3.118643,12.803836,falldown
12.397932,5.579936,falldown
12.809341,6.7522564,falldown
2.413188,0.9792807,falldown
12.703695,6.9002967,falldown
10.419715,3.733204,falldown
-1.1615345,0.6049753,falldown
-1.0438086,11.600657,falldown
1.1084443,4.012488,falldown
2.4993002,8.806625,falldown
-0.7939184,10.520524,falldown
7.337046,0.14258073,falldown
8.546623,0.91570896,falldown
1.6536778,0.8059205,falldown
13.633959,0.52856296,falldown
2.273918,1.9697266,falldown
10.520679,3.8073542,falldown
1.7691629,3.1081405,falldown
14.709082,2.2481594,falldown
9.675647,1.0107515,falldown
-2.2021782,-1.8656013,falldown
7.5375853,7.656132,falldown
10.600036,3.9250455,falldown
9.316862,8.773802,falldown
12.397889,7.4969506,falldown
10.1916685,3.2768137,falldown
11.2063875,3.7194626,falldown
11.106397,6.145554,falldown
11.451746,3.7160277,falldown
7.9536767,6.098847,falldown
12.231178,7.1608505,falldown
10.86044,6.337352,falldown
4.047481,0.7411826,falldown
8.3961315,1.166307,falldown
6.212074,0.1809219,falldown
7.8384123,5.83567,falldown
5.8699193,0.022072202,falldown
2.5053885,8.404767,falldown
7.662205,5.261943,falldown
3.550528,7.242423,falldown
7.9256186,2.5691314,falldown
11.932383,6.317887,falldown
10.567453,3.1207201,falldown
1.2070758,8.395324,falldown
7.327374,9.222025,falldown
10.900061,6.5947623,falldown
13.573218,4.5781765,falldown
9.854349,8.765056,falldown
5.5982156,1.7868837,falldown
5.9227405,0.98559856,falldown
8.542035,0.107589826,falldown
15.479947,5.245245,falldown
10.048405,8.545647,falldown
15.415664,4.7685747,falldown
15.696333,1.5106167,falldown
5.960556,0.055799134,falldown
0.4389195,8.403789,falldown
15.250349,3.151696,falldown
14.3142395,4.9041586,falldown
7.1354537,2.2715428,falldown
10.824758,1.6402905,falldown
8.365422,2.400945,falldown
7.3803496,-0.3267981,falldown
11.424982,6.4581056,falldown
12.286906,0.2989898,falldown
8.054456,0.12253325,falldown
8.971918,5.476492,falldown
6.447995,-0.10158577,falldown
13.087285,1.4924383,falldown
10.115735,3.0115457,falldown
11.562817,0.34225982,falldown
7.7727942,5.5187154,falldown
8.121482,-0.35009775,falldown
9.317925,7.191868,falldown
-1.8978013,2.5234773,falldown
7.8328495,4.889923,falldown
-4.708894,-2.9194582,falldown
16.689264,1.0370058,falldown
11.179601,1.4999063,falldown
0.451528,4.76652,falldown
13.8591,6.6499767,falldown
10.267133,3.3344502,falldown
10.43063,3.1576626,falldown
-1.0056914,1.4709774,falldown
11.325778,6.0051403,falldown
9.184494,7.1658254,falldown
-4.5287604,-2.7103364,falldown
5.1184745,8.367625,falldown
4.4136124,8.968037,falldown
-1.0815437,11.644452,falldown
2.5361636,3.1309707,falldown
10.106912,6.613674,falldown
1.6541647,7.771443,falldown
-0.3878971,9.232406,falldown
4.326213,0.52043223,falldown
1.8858231,3.2679253,falldown
10.472957,3.1882052,falldown
10.744779,0.6090038,falldown
10.97031,3.4255764,falldown
10.361227,3.439712,falldown
11.363782,3.7556338,falldown
9.969568,0.33528847,falldown
9.862778,0.2915159,falldown
9.871585,6.2718115,falldown
-4.5600634,-2.954005,falldown
14.731563,1.1022094,falldown
8.938638,-0.21755645,falldown
9.54941,2.2517154,falldown
7.5806932,4.073575,falldown
11.446454,5.9471874,falldown
3.234384,9.177063,falldown
10.966137,3.915388,falldown
6.6420536,1.9426866,falldown
-4.523491,-2.9005377,falldown
10.790098,8.697086,falldown
6.1857734,2.861685,falldown
-4.430209,-3.3561609,falldown
10.576358,3.43245,falldown
11.169876,3.7734103,falldown
8.942214,1.7679423,falldown
10.387174,3.7598226,falldown
7.2873874,0.22574899,falldown
8.870611,5.2532706,falldown
1.2180473,6.0418434,falldown
9.700203,8.43586,falldown
1.8749123,8.9365635,falldown
7.6121535,5.661957,falldown
10.475766,3.7941742,falldown
-4.5023584,-3.3782814,falldown
-0.6347609,-1.6819153,falldown
-0.3738919,0.72948927,falldown
10.474071,3.8245246,falldown
5.8164344,-0.025099626,falldown
9.767982,8.404596,falldown
14.588942,0.48624188,falldown
5.4656763,3.0236342,falldown
13.211831,2.3078804,falldown
-4.0275273,12.516899,falldown
1.5403639,3.2090983,falldown
14.806425,2.177269,falldown
1.368009,3.6299262,falldown
0.53335434,8.679201,falldown
14.637122,4.1349006,falldown
12.685503,6.897665,falldown
-0.21343611,9.324665,falldown
8.033183,5.071345,falldown
-3.2212563,-3.0914938,falldown
16.298231,1.1548895,falldown
11.099224,3.5060065,falldown
8.0163965,0.77245486,falldown
1.7517266,9.092821,falldown
7.0859084,0.94424427,falldown
11.316272,3.7822578,falldown
11.037873,7.636571,falldown
8.281982,0.82523525,falldown
7.292428,0.19318965,falldown
6.7948513,0.7839072,falldown
13.441612,0.9126008,falldown
11.558101,3.675441,falldown
4.505304,4.0439677,falldown
9.457663,2.1900663,falldown
11.426132,3.7342823,falldown
-4.509172,-1.7140123,falldown
8.102148,5.147008,falldown
-3.9911613,12.622985,falldown
1.4143808,3.439499,falldown
14.176799,4.744124,falldown
1.1986201,9.744136,falldown
1.7891248,8.810595,falldown
16.45532,0.9672788,falldown
5.780689,1.8106786,falldown
8.174529,3.9467576,falldown
7.3061843,4.4321012,falldown
-2.1472394,10.542172,falldown
-4.056274,12.5100355,falldown
10.502481,3.4943466,falldown
12.815776,2.8108475,falldown
6.1710563,2.0557487,falldown
13.228588,4.906462,falldown
11.932556,2.9055438,falldown
1.1104195,5.931737,falldown
-0.67636937,-1.1880194,falldown
3.7577367,7.4883075,falldown
-4.2724853,-3.355527,falldown
0.9178859,8.42949,falldown
2.5173469,1.715492,falldown
-0.31021813,0.17098917,falldown
3.3643973,7.1739235,falldown
8.550308,-0.14024282,falldown
9.710829,1.0857812,falldown
8.892594,4.0117784,falldown
10.300793,1.5389183,falldown
9.241484,2.29962,falldown
1.9961557,1.982894,falldown
15.751477,2.8201563,falldown
-4.652613,-3.269704,falldown
8.151123,3.9404716,falldown
12.027357,4.688254,falldown
6.468934,-0.07167444,falldown
10.864945,6.32893,falldown
7.2874675,4.4120007,falldown
-0.3583406,-0.67117447,falldown
8.505166,0.18944223,falldown
14.11497,4.749866,falldown
-3.093834,11.665477,falldown
0.34137434,2.0892942,falldown
-4.7583194,-3.1697383,falldown
-0.7864952,11.241689,falldown
9.531801,0.015505235,falldown
11.898716,3.7526126,falldown
-0.6244254,11.071318,falldown
1.3857871,9.777159,falldown
-1.4554034,5.964909,falldown
10.735065,3.1751795,falldown
0.3649091,2.0358047,falldown
-4.0036035,-3.3352149,falldown
10.507507,3.653279,falldown
-1.0595353,10.754332,falldown
-2.9488893,12.113705,falldown
14.066303,2.4368868,falldown
5.521525,2.8743637,falldown
10.396806,3.4225683,falldown
9.81326,8.83011,falldown
7.7800817,1.1639816,falldown
-4.0293994,12.534797,falldown
-2.055606,-1.813887,falldown
7.450228,-0.13282804,falldown
15.535503,1.8160316,falldown
6.8095984,7.674323,falldown
8.04474,7.5780034,falldown
4.9595675,0.71211785,falldown
8.9927225,8.177498,falldown
-0.35498896,0.34683523,falldown
3.57397,0.95327294,falldown
10.752562,1.9900353,falldown
10.457898,3.842929,falldown
8.113807,8.630085,falldown
12.177781,7.424091,falldown
11.489266,3.6579144,falldown
13.957517,0.39471847,falldown
10.326141,6.08467,falldown
10.118405,6.914984,falldown
12.158053,2.9436972,falldown
13.257781,1.4348959,falldown
10.425048,3.1682296,falldown
15.221197,4.5394197,falldown
5.9723973,9.104721,falldown
-3.936071,12.657486,falldown
8.74017,4.065553,falldown
15.027965,2.4409902,falldown
5.8884377,8.865692,falldown
5.9050136,1.3250835,falldown
8.143997,0.58450824,falldown
10.419741,3.7343776,falldown
10.327406,8.284367,falldown
-1.4658921,11.712102,falldown
15.465354,5.2982993,falldown
-0.67302257,10.436642,falldown
-3.9791582,12.605368,falldown
10.663061,6.3913193,falldown
11.713249,0.41055194,falldown
-0.060713578,9.960709,falldown
10.978247,7.462586,falldown
9.473429,0.8668297,falldown
10.724657,3.3744519,falldown
-1.7852334,0.13284792,falldown
6.3701057,2.896843,falldown
10.974691,3.9521866,falldown
5.2408004,3.2414682,falldown
7.8801413,6.3613005,falldown
11.964058,6.519197,falldown
-1.9828737,0.8166827,falldown
3.4904041,8.9787855,falldown
-4.0089283,12.504445,falldown
7.325184,7.7070904,falldown
6.4494286,0.05828323,falldown
9.42489,8.764238,falldown
-4.1587405,-3.3499432,falldown
10.886047,3.920824,falldown
-4.6956563,-3.2095246,falldown
9.080081,5.3040137,falldown
-0.12866707,10.360431,falldown
10.288776,3.4977322,falldown
15.882238,0.7914981,falldown
7.0878954,0.17272161,falldown
10.304722,3.1402688,falldown
5.2962766,8.734417,falldown
8.63551,5.953089,falldown
9.107707,9.033478,falldown
13.708103,5.3052855,falldown
8.843478,0.077300854,falldown
9.737239,2.7452185,falldown
-3.8943017,12.6218405,falldown
7.3827515,2.4259748,falldown
1.6993177,7.7708592,falldown
10.2472315,3.4410567,falldown
11.379163,3.7490633,falldown
8.074667,-0.36014828,falldown
11.874568,3.9692488,falldown
7.838591,2.657906,falldown
7.929986,4.780457,falldown
15.147686,4.4478893,falldown
8.445136,3.9904778,falldown
-4.0336814,12.548559,falldown
0.90386003,7.85809,falldown
-2.906137,12.563316,falldown
-1.466331,0.959601,falldown
1.3271956,9.855959,falldown
11.544444,3.6451488,falldown
-4.484403,-2.933779,falldown
10.555588,3.3064451,falldown
0.6550917,8.877553,falldown
14.888633,1.1602224,falldown
6.2638516,0.13825756,falldown
8.458292,1.7888937,falldown
7.434194,1.6378964,falldown
6.341293,7.5401754,falldown
7.4416714,0.5159144,falldown
2.004574,3.7025347,falldown
8.951306,2.3465116,falldown
0.90175074,4.7205434,falldown
15.622926,1.4521121,falldown
11.189265,7.8819103,falldown
11.336779,3.745718,falldown
6.8474073,0.86590654,falldown
1.9519197,3.629288,falldown
12.706848,2.7962065,falldown
-3.668984,-3.2016997,falldown
14.514242,3.6832116,falldown
5.921872,7.8747478,falldown
-1.0189995,11.363986,falldown
3.892566,4.2383404,falldown
11.142993,0.28899348,falldown
14.015543,4.7123,falldown
7.7685924,4.381826,falldown
5.062236,7.93257,falldown
9.581213,8.192659,falldown
12.182555,2.7857864,falldown
-0.12843087,2.0154214,falldown
7.8420396,4.4125443,falldown
-1.6938326,-0.5646872,falldown
15.568391,2.000752,falldown
13.390488,6.7118015,falldown
9.2936125,2.1984942,falldown
3.4780436,4.0938997,falldown
7.833094,5.5977077,falldown
10.774659,8.292447,falldown
5.558607,8.345846,falldown
6.21633,8.6146345,falldown
9.429975,0.75229883,falldown
0.86985797,4.4808393,falldown
10.437589,0.05440297,falldown
11.348047,3.7641277,falldown
3.7765996,8.1041975,falldown
5.9233613,2.7246282,falldown
15.743861,2.3482468,falldown
-2.1807935,1.814214,falldown
1.4470425,0.8622577,falldown
11.351434,7.825994,falldown
6.983085,7.012807,falldown
-3.344024,11.827422,falldown
13.369022,4.9603424,falldown
10.377112,6.459191,falldown
3.0356016,7.9145246,falldown
-0.87516886,1.924806,falldown
10.412919,3.7879736,falldown
10.68023,3.1511939,falldown
9.596106,1.3497448,falldown
7.6501617,5.3022346,falldown
8.205613,5.2791896,falldown
8.205601,4.8764153,falldown
10.340481,3.5061035,falldown
16.196476,0.9625766,falldown
13.709743,6.882317,falldown
-0.74325633,-1.7469139,falldown
3.3402996,3.9814878,falldown
14.791842,6.3677835,falldown
9.728677,0.3912225,falldown
7.5622773,-0.31140536,falldown
13.058281,2.292152,falldown
5.7467165,2.2014573,falldown
10.363941,7.0685697,falldown
-3.9373903,12.639583,falldown
7.8841,4.489315,falldown
3.0215275,9.175311,falldown
13.994987,4.8203597,falldown
-1.0556408,1.8555052,falldown
-1.6036242,6.0610538,falldown
13.593851,3.5139785,falldown
-4.239025,-3.3526716,falldown
9.718043,6.4278884,falldown
10.509367,3.1310613,falldown
9.378103,2.5507529,falldown
-1.7531029,-0.0014793973,falldown
6.49072,9.058205,falldown
11.268161,3.807598,falldown
10.505247,3.7486198,falldown
10.183844,3.0305207,falldown
-3.840516,12.618024,falldown
-0.5568976,11.100854,falldown
7.783845,4.382473,falldown
-4.0309577,12.592677,falldown
8.687126,5.7147713,falldown
2.821217,3.3174431,falldown
7.413488,4.328748,falldown
7.449617,1.3609557,falldown
7.5388613,4.5431848,falldown
8.65646,7.7459073,falldown
4.018504,1.9402238,falldown
10.484618,3.884053,falldown
10.285423,3.4163854,falldown
10.464617,6.12655,falldown
9.08392,5.3536396,falldown
10.87072,3.5088587,falldown
9.671096,-0.0492141,falldown
-2.9081402,2.6743047,falldown
10.910334,3.9324849,falldown
0.77776325,0.63141817,falldown
1.6733127,3.9623182,falldown
10.883799,7.510804,falldown
0.120037794,3.07111,falldown
-4.114376,-2.7430038,falldown
-4.5979047,-2.1569183,falldown
-0.3167653,0.07224816,falldown
8.491419,1.8136889,falldown
12.973438,0.7230507,falldown
7.2431407,0.16449451,falldown
10.948261,8.618638,falldown
3.2897906,7.976789,falldown
8.412706,1.0429423,falldown
-4.501951,-3.3289526,falldown
5.0017214,3.902892,falldown
-0.8096251,10.529048,falldown
-3.0767481,12.779159,falldown
-1.4254981,0.43541732,falldown
10.318653,3.2402842,falldown
10.241534,3.2831929,falldown
9.950676,7.594498,falldown
5.5133553,8.654469,falldown
14.523961,1.9344906,falldown
1.7009028,3.272216,falldown
-0.9923747,1.0036209,falldown
-2.3551102,12.523917,falldown
-0.8475465,1.0619204,falldown
0.963672,2.1072538,falldown
13.470036,5.5148706,falldown
3.5062284,7.215345,falldown
-1.4844679,1.4024659,falldown
-2.1266587,0.8675312,falldown
-3.3970854,-3.1107378,falldown
10.410001,3.6917276,falldown
-3.4209957,11.863906,falldown
7.3351374,6.770914,falldown
6.1522913,-0.22058883,falldown
10.82703,3.400656,falldown
14.15759,4.6763773,falldown
-3.293404,11.7697935,falldown
11.808965,7.6887918,falldown
7.9863772,2.4436948,falldown
9.522632,1.0140405,falldown
7.667095,-0.013748106,falldown
-2.752757,12.482785,falldown
10.351934,3.614014,falldown
-0.16216773,-0.8909564,falldown
0.29533848,5.3117175,falldown
9.854659,8.59211,falldown
8.318929,8.678469,falldown
-2.0143812,0.002078578,falldown
2.0512626,1.2086809,falldown
13.581912,6.507974,falldown
16.034025,2.8378994,falldown
6.159531,2.8472161,falldown
-1.5461521,0.844456,falldown
11.296773,3.7744746,falldown
10.215683,3.3748672,falldown
7.7515073,4.087834,falldown
11.310599,3.7318356,falldown
-0.37100786,1.7439188,falldown
-4.4183917,-3.3487332,falldown
9.269042,8.379258,falldown
8.076589,4.724249,falldown
-4.704653,-3.2462423,falldown
12.172338,-0.005149188,falldown
-1.5775505,-1.3909402,falldown
10.862021,-0.006898738,falldown
9.463782,7.1579347,falldown
1.3286843,3.6849148,falldown
5.7461205,2.2724028,falldown
2.1253417,2.199342,falldown
15.87517,3.2304702,falldown
11.782093,4.346991,falldown
2.173454,1.0104266,falldown
7.4750504,1.2367556,falldown
14.515878,1.9299486,falldown
-4.767236,-3.057223,falldown
-1.5783051,-0.79919565,falldown
3.3952317,1.2624944,falldown
10.799766,8.346517,falldown
-3.8708744,12.369807,falldown
-0.9764882,0.59861845,falldown
15.452721,2.0458298,falldown
7.5769,6.4998455,falldown
15.802715,3.4914455,falldown
-0.38999066,10.518958,falldown
6.8425436,2.6522155,falldown
11.312721,7.796646,falldown
8.415223,5.8150935,falldown
7.786834,8.914061,falldown
-0.60811454,11.037458,falldown
9.698241,7.036298,falldown
3.8218694,0.8320784,falldown
11.482298,7.6206036,falldown
5.709768,7.851227,falldown
5.2399836,3.3900385,falldown
1.6414174,4.1352086,falldown
0.81642556,0.52343667,falldown
8.1222925,4.898073,falldown
5.5410166,8.717874,falldown
7.5578604,4.044068,falldown
0.33109167,9.302461,falldown
7.3657002,0.01797676,falldown
5.3534064,8.709022,falldown
12.97539,2.3599603,falldown
15.454948,2.6685288,falldown
10.258991,3.4049072,falldown
11.663763,7.132893,falldown
-3.343978,-3.0174217,falldown
14.373772,1.4222677,falldown
1.0051981,4.6064353,falldown
13.481137,2.0692165,falldown
1.3446239,1.2113605,falldown
8.188438,-0.37381038,falldown
9.717243,2.737575,falldown
8.969099,9.034081,falldown
10.751117,8.736193,falldown
8.89456,4.817139,falldown
-1.388137,-1.6201172,falldown
0.42507523,8.390378,falldown
6.498116,-0.25104246,falldown
13.2001705,6.5338893,falldown
0.050656125,10.037698,falldown
10.439161,3.4051924,falldown
6.181768,-0.22783054,falldown
10.439787,3.3594656,falldown
7.832394,8.51227,falldown
9.857118,0.27025497,falldown
10.703905,0.4605472,falldown
-2.9266815,12.765303,falldown
4.4947186,0.81989086,falldown
7.7723556,6.3982835,falldown
2.792436,0.95296586,falldown
9.709889,2.4736433,falldown
3.568459,9.013284,falldown
4.1375155,4.477978,falldown
13.212003,5.1234407,falldown
0.544811,1.6195024,falldown
10.432043,3.429757,falldown
0.98640984,8.387913,falldown
8.900035,5.1643705,falldown
5.3145304,1.5481049,falldown
15.491418,5.2545357,falldown
-3.3526692,-3.0875814,falldown
-0.6661888,0.2683903,falldown
10.560656,3.1538534,falldown
7.5751405,4.06126,falldown
7.707379,5.4140863,falldown
-0.29933393,-1.4884331,falldown
10.762322,3.4754903,falldown
7.1264787,1.1739074,falldown
-4.778608,-3.0920725,falldown
1.1847229,1.0294497,falldown
6.8051567,9.036735,falldown
4.834826,4.3195558,falldown
-1.5863255,10.167396,falldown
9.374234,1.7435346,falldown
7.676468,8.467777,falldown
9.812174,6.5790515,falldown
9.479491,8.341774,falldown
13.267657,1.6369282,falldown
10.950024,3.3985121,falldown
14.202741,1.9582459,falldown
-0.9502019,1.4768395,falldown
0.7275823,-0.42955145,falldown
15.771563,0.77517,falldown
0.6399728,8.510519,falldown
-3.9685187,12.619689,falldown
14.733929,2.5012054,falldown
12.976981,6.2406917,falldown
5.337779,1.5814415,falldown
11.002637,7.328745,falldown
10.679838,7.42486,falldown
10.194194,3.1334295,falldown
-3.0465403,12.044258,falldown
-4.558229,-3.3448102,falldown
0.9740173,9.69666,falldown
7.906718,4.383948,falldown
6.090658,7.9560127,falldown
7.577283,1.3283714,falldown
10.382931,1.5781958,falldown
6.2560444,8.070795,falldown
7.366964,8.650771,falldown
10.741308,3.3183637,falldown
-1.6959316,11.223579,falldown
10.662027,3.2277617,falldown
7.3223443,-0.36388907,falldown
8.6691065,-0.019431245,falldown
12.76255,5.8245435,falldown
1.6455281,4.2936444,falldown
13.132469,5.8389673,falldown
7.5777903,4.394016,falldown
14.577686,4.1383314,falldown
9.70132,8.37105,falldown
7.2465386,2.879749,falldown
14.888926,6.0125046,falldown
7.877153,-0.18924034,falldown
-1.8392149,-0.042331297,falldown
0.09953492,10.527006,falldown
3.482715,1.2513862,falldown
5.1122313,7.9699454,falldown
4.7271504,0.89957994,falldown
-2.364526,12.526738,falldown
1.4714603,9.762901,falldown
12.491821,3.876418,falldown
10.505578,3.3635266,falldown
0.100451596,-0.19040644,falldown
-1.0578619,9.972319,falldown
8.255899,5.6801043,falldown
7.3463573,-0.34314737,falldown
9.716245,1.3581035,falldown
15.723417,2.1934733,falldown
4.045403,1.6849548,falldown
8.507567,8.832242,falldown
3.507876,7.273495,falldown
9.546637,1.3861331,falldown
10.655202,1.7635967,falldown
15.886431,2.0569615,falldown
1.6254956,0.8311846,falldown
7.3052626,1.0006851,falldown
8.978071,0.04157543,falldown
12.059073,4.6530337,falldown
3.4834266,8.99437,falldown
10.928802,2.0602388,falldown
9.766117,6.3910055,falldown
6.2288303,-0.25580528,falldown
8.850035,8.799516,falldown
10.33762,3.305613,falldown
-2.919933,12.726839,falldown
9.40253,6.5228662,falldown
9.193119,7.7181616,falldown
10.953184,3.397856,falldown
2.369611,8.242161,falldown
10.45107,3.8076997,falldown
11.06794,0.55938935,falldown
16.776142,1.1142604,falldown
-1.254567,11.323903,falldown
9.037542,2.4078655,falldown
-0.09943047,1.6289444,falldown
5.1192427,8.480028,falldown
8.8029995,4.154348,falldown
4.716756,0.3311459,falldown
15.249426,5.280616,falldown
5.0042152,4.573339,falldown
7.4556937,2.9265656,falldown
9.80388,8.847478,falldown
1.6392671,1.185416,falldown
2.7364514,3.227573,falldown
-4.2560506,-1.7313039,falldown
-0.6160868,-1.2332934,falldown
-0.026592936,10.256951,falldown
9.323101,2.5676405,falldown
11.003421,3.819985,falldown
15.145226,2.365759,falldown
11.043679,6.2871046,falldown
10.8902855,3.5873332,falldown
-3.2685628,-3.0988455,falldown
-3.5490997,12.683195,falldown
10.258564,3.350149,falldown
10.793815,3.9039009,falldown
-0.6448681,2.4890065,falldown
7.3920302,-0.30526128,falldown
-2.1028423,0.84327066,falldown
10.388536,3.4443634,falldown
10.239063,3.0653737,falldown
-1.2438656,-0.76711786,falldown
13.790561,4.613087,falldown
4.77449,0.7965157,falldown
-4.771427,-3.07399,falldown
1.2458493,4.4633865,falldown
5.2902455,8.547428,falldown
9.2898655,2.3898144,falldown
12.467118,3.0586421,falldown
6.3476753,1.2751155,falldown
9.609421,0.9347522,falldown
-1.4410537,11.366318,falldown
-0.3003368,-0.5775429,falldown
5.99324,2.5115592,falldown
-2.0765243,-1.8164884,falldown
-4.722403,-3.2102535,falldown
0.13338673,0.6728718,falldown
-0.49001846,0.20505285,falldown
0.9586438,8.4340925,falldown
10.5287895,8.693352,falldown
8.126365,-0.38562775,falldown
10.953881,3.9052577,falldown
10.403293,3.4735334,falldown
8.712371,0.7167923,falldown
-0.41778883,9.2205,falldown
1.0897661,7.7386913,falldown
3.8748004,4.54867,falldown
7.0791564,8.862794,falldown
10.779192,7.007035,falldown
7.287798,-0.36953184,falldown
-2.6276257,1.5380124,falldown
10.424135,3.7758315,falldown
11.758477,-0.030756429,falldown
13.182535,6.4629292,falldown
9.298969,7.058249,falldown
7.6042905,9.175925,falldown
10.499431,3.469031,falldown
8.36733,0.96910024,falldown
7.344276,9.229316,falldown
10.706956,3.3386743,falldown
-1.5192367,-0.6932645,falldown
5.3021183,8.706487,falldown
-3.1765032,12.772687,falldown
11.218517,7.3041387,falldown
12.6229725,7.3315663,falldown
-4.748644,-2.8727124,falldown
-4.679236,-2.9728193,falldown
4.700363,8.390692,falldown
15.80203,2.2917619,falldown
-4.479949,-3.39176,falldown
-3.2446582,12.763754,falldown
14.755187,2.5101316,falldown
10.390999,3.7819905,falldown
11.1261635,-0.06405798,falldown
7.3249154,-0.37703183,downstair
7.2118664,2.879902,downstair
7.3164396,7.436262,downstair
16.88522,1.2767868,downstair
7.2375784,0.14241599,downstair
10.605667,0.17885083,downstair
1.8747126,2.596675,downstair
12.318281,7.3526044,downstair
-1.5606422,-0.79446405,downstair
10.327798,8.687346,downstair
1.1357735,1.2848057,downstair
11.155115,1.5019342,downstair
0.657135,-0.48091793,downstair
1.0685296,1.1653616,downstair
8.787744,-0.27502856,downstair
9.987766,7.6742268,downstair
-0.0921325,-0.8025351,downstair
1.3686059,2.5382223,downstair
1.7694695,9.0244055,downstair
13.874985,0.21782495,downstair
1.0051383,5.949347,downstair
0.23806737,10.228168,downstair
2.7345524,0.8690916,downstair
2.346376,2.5258787,downstair
3.6913753,8.079093,downstair
9.3998785,2.5261686,downstair
3.6432633,1.3516332,downstair
-3.4872222,12.009944,downstair
0.5168099,2.1199284,downstair
10.389057,7.0630116,downstair
-1.6457474,-0.73023593,downstair
11.101172,7.7269125,downstair
2.7866025,8.386752,downstair
-1.8212214,-0.07032063,downstair
-1.4649884,0.47627634,downstair
10.6730385,1.6606311,downstair
3.272971,2.879059,downstair
10.737335,0.043828018,downstair
1.0271361,4.545176,downstair
7.6095395,1.5283993,downstair
11.799598,7.681626,downstair
